price,spec_Backlight_Type,spec_Brand,spec_Display_Type,spec_ENERGY_STAR_Certified,spec_High_Dynamic_Range_HDR,spec_LED_Panel_Type,spec_Model_Year,spec_Refresh_Rate,spec_Remote_Control_Type,spec_Resolution,spec_Screen_Size_Class
499.99,None,Copeland,LED,No,No,Standard LED,2024,60,Standard,4K (2160p),50
2999.99,None,Samsung,OLED,Yes,No,None_OLED,2025,120,Standard,4K (2160p),75
2118,None,Sony,LED,Yes,Yes,Mini LED,2025,60,Standard,4K (2160p),75
1588,None,Sony,LED,Yes,Yes,Mini LED,2025,120,Standard,4K (2160p),65
1500,Direct Lit,Samsung,LED,No,No,Standard LED,2025,120,Standard,4K (2160p),85
173.99,None,Naxa,LED,No,No,Standard LED,2024,120,Standard,HD (720p),32
801,None,Samsung,LCD,Yes,Yes,None_OLED,2023,480,Standard,4K (2160p),50
2598,None,Sony,LED,Yes,Yes,Mini LED,2025,60,Standard,4K (2160p),85
647.99,None,Samsung,LED,No,No,QLED,2023,144,Standard,Full HD (1080p),32
1299.99,None,Sharp,OLED,No,No,None_OLED,2024,120,Standard,4K (2160p),65
1296.99,None,LG,LED,Yes,No,QNED,2025,120,Standard,4K (2160p),75
599,None,Samsung,LED,No,No,QLED,2025,120,Standard,Full HD (1080p),32
227.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),32
193.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),0
1496.99,None,LG,LED,No,No,QNED,2025,120,Standard,4K (2160p),75
529,None,Samsung,LED,No,No,Standard LED,2024,60,Standard,4K (2160p),55
2047.99,None,Samsung,OLED,Yes,No,None_OLED,2024,120,Standard,4K (2160p),77
1347.99,None,Samsung,LED,No,No,QLED,2024,120,Standard,4K (2160p),65
723.65,None,Samsung,LCD,Yes,No,None_OLED,2025,60,Standard,4K (2160p),43
997.99,None,Samsung,LED,No,No,Standard LED,2024,120,Standard,4K (2160p),55
2848.62,None,Samsung,LED,Yes,No,QLED,2023,120,Standard,4K (2160p),85
1222,None,LG,LED,Yes,No,QNED,2025,60,Standard,4K (2160p),75
779.95,None,Sansui,OLED,No,No,None_OLED,2024,120,Standard,4K (2160p),75
509,None,Samsung,LED,No,No,Standard LED,2024,60,Standard,4K (2160p),55
705.33,None,Samsung,LCD,No,No,None_OLED,2025,60,Standard,4K (2160p),43
3381.99,None,LG,OLED,No,Yes,None_OLED,2025,120,Magic,4K (2160p),77
647.99,None,Panasonic,LCD,No,No,None_OLED,2024,60,Standard,4K (2160p),75
249.99,Direct Lit,Pioneer,LED,No,Yes,Standard LED,2025,60,IR,4K (2160p),50
2697.99,None,Samsung,OLED,Yes,No,None_OLED,2024,120,Standard,4K (2160p),77
119,Direct Lit,Westinghouse,LED,No,No,Standard LED,2025,120,"Voice control, IR",HD (720p),24
3097.99,None,Samsung,LCD,Yes,Yes,None_OLED,2023,480,Standard,Full HD (1080p),75
209.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),0
1497.99,Edge Lit,Samsung,LED,No,Yes,QLED,2024,120,Standard,4K (2160p),55
152.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),0
1096.99,None,LG,OLED,No,No,None_OLED,2025,120,Standard,4K (2160p),55
1903.97,None,Samsung,LED,No,No,QLED,2024,120,Standard,4K (2160p),65
1397.99,None,Samsung,LED,No,No,QLED,2024,120,Standard,4K (2160p),65
1147.99,None,Panasonic,OLED,No,No,None_OLED,2024,120,Standard,4K (2160p),55
2596.99,None,LG,OLED,Yes,Yes,None_OLED,2025,120,Standard,4K (2160p),65
169.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),0
1997.99,None,Panasonic,OLED,No,No,None_OLED,2024,144,Standard,4K (2160p),65
299.99,None,Copeland,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),40
239.99,None,Naxa,LED,No,No,Standard LED,2024,60,Standard,HD (720p),32
146.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),13
449.9,None,TCL,OLED,No,No,None_OLED,2025,60,Standard,4K (2160p),65
199.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),0
1203.97,None,Samsung,LED,No,No,QLED,2023,120,Standard,Full HD (1080p),32
249.99,None,Copeland,LED,No,No,Standard LED,2024,120,Standard,HD (720p),32
129.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),0
177.99,None,Naxa,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),25
1586.99,None,LG,OLED,Yes,Yes,None_OLED,2025,120,Standard,4K (2160p),65
194.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),22
132.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),13
111.99,None,Supersonic,LCD,No,No,None_OLED,2024,120,Standard,HD (720p),9
173.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),19
98.99,None,Supersonic,LCD,No,No,None_OLED,2024,60,Standard,HD (720p),9
240.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),32
212.99,None,Supersonic,LED,No,No,Standard LED,2024,120,Standard,Full HD (1080p),32
169.99,None,Supersonic,LED,No,No,Standard LED,2024,60,Standard,Full HD (1080p),22
3196.99,None,LG,OLED,Yes,Yes,None_OLED,2025,120,Standard,4K (2160p),83
1996.99,None,LG,OLED,Yes,No,None_OLED,2025,120,Standard,4K (2160p),55
2496.99,None,LG,OLED,Yes,Yes,None_OLED,2025,120,Standard,4K (2160p),77
1196.99,None,LG,OLED,Yes,Yes,None_OLED,2025,120,Standard,4K (2160p),55
299.99,Direct Lit,Westinghouse,LED,No,Yes,Standard LED,2025,120,"Voice control, IR",4K (2160p),58
547.99,None,Panasonic,LCD,No,No,None_OLED,2024,144,Standard,4K (2160p),70
169,Direct Lit,Pioneer,LED,No,No,Standard LED,2025,120,IR,Full HD (1080p),40
2250.12,Full Array Local Dimming,Sony,LED,No,Yes,Mini-LED,2023,120,Voice control,4K (2160p),75
